"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr4-82586706-82586947",-2.4424,4.93912814374211e-34,9.92833904686176e-29,0.022,0.123,"Nfib",0,"Yes","Female-enriched"
"chr16-57911523-57912691",-2.4433,5.71892987474158e-156,1.1495849698413e-150,0.12,0.482,"RP23-210I15.1",8180,"Yes","Female-enriched"
"chr1-14772689-14773521",-2.4434,8.95093773462584e-37,1.79926379778808e-31,0.024,0.133,"Gm9947",0,"Yes","Female-enriched"
"chr5-12449414-12449992",-2.4435,5.25041027241392e-49,1.05540597049901e-43,0.032,0.175,"Sema3d",0,"Yes","Female-enriched"
"chr12-26330635-26331675",-2.4437,1.88331462394693e-46,3.78572605818068e-41,0.033,0.17,"Rnf144a",0,"Yes","Female-enriched"
"chr4-148121215-148122746",-2.4438,2.6101867725441e-48,5.2468408389618e-43,0.041,0.185,"Draxin",0,"Yes","Female-enriched"
"chr11-99778312-99778934",-2.4438,1.32245929373697e-33,2.65832832471243e-28,0.028,0.131,"Krtap4-8",787,"Yes","Female-enriched"
"chr7-34977247-34977815",-2.4442,1.56774260313755e-62,3.15138211627092e-57,0.047,0.227,"Pepd",0,"Yes","Female-enriched"
"chr2-145556671-145557836",-2.4447,7.98735102250521e-110,1.60556937843786e-104,0.097,0.379,"Slc24a3",0,"Yes","Female-enriched"
"chr11-76418470-76418748",-2.4449,1.43276220780686e-63,2.88005262440088e-58,0.035,0.212,"Abr",0,"Yes","Female-enriched"
"chr17-63685863-63686338",-2.4454,1.27014329541385e-34,2.5531658438432e-29,0.024,0.127,"A930002H24Rik",176961,"Yes","Female-enriched"
"chr1-164973780-164974349",-2.4458,5.41328689734603e-127,1.08814645238311e-121,0.103,0.418,"1700029M03Rik",10954,"Yes","Female-enriched"
"chr4-115648367-115650008",-2.4478,4.3094912066656e-106,8.6626806541668e-101,0.089,0.367,"Cyp4b1",643,"Yes","Female-enriched"
"chr2-162886646-162887571",-2.4479,2.61278074566411e-39,5.25205508808926e-34,0.024,0.139,"Gm11451",11322,"Yes","Female-enriched"
"chr3-130934919-130935869",-2.4483,7.17953974277092e-44,1.44318800185335e-38,0.032,0.162,"Gm26090",63842,"Yes","Female-enriched"
"chr6-92858654-92859448",-2.4484,1.24321724743701e-41,2.49904071776303e-36,0.027,0.15,"Adamts9",0,"Yes","Female-enriched"
"chr5-131824015-131824984",-2.4484,2.67587735821524e-39,5.37888811284278e-34,0.027,0.144,"Auts2",0,"Yes","Female-enriched"
"chr2-33165320-33166337",-2.4487,6.42795741483033e-99,1.2921094317847e-93,0.088,0.351,"Ralgps1",0,"Yes","Female-enriched"
"chr15-99806092-99806626",-2.4489,1.24385697955269e-180,2.50032666887804e-175,0.153,0.541,"Lima1",0,"Yes","Female-enriched"
"chr2-145191912-145192555",-2.449,3.13551761446484e-36,6.30282937754036e-31,0.025,0.134,"Slc24a3",0,"Yes","Female-enriched"
"chr15-7055908-7057544",-2.4492,1.26828949806652e-84,2.54943945164343e-79,0.062,0.293,"RP24-86P1.1",53399,"Yes","Female-enriched"
"chr2-102407055-102408167",-2.4492,4.76669052020062e-58,9.58171528227607e-53,0.043,0.211,"Trim44",0,"Yes","Female-enriched"
"chr5-4565813-4566508",-2.4496,6.62088193267259e-35,1.33088996081425e-29,0.022,0.125,"Fzd1",187364,"Yes","Female-enriched"
"chr9-46954980-46956104",-2.4497,2.41872702270238e-58,4.86197993741496e-53,0.043,0.211,"2900052N01Rik",27613,"Yes","Female-enriched"
"chr10-61232491-61233344",-2.4501,2.44387781993289e-56,4.91253656095989e-51,0.048,0.213,"Adamts14",0,"Yes","Female-enriched"
"chr13-30451759-30452712",-2.4501,7.239481757608e-46,1.45523718602382e-40,0.035,0.171,"Gm11369",51824,"Yes","Female-enriched"
"chr8-33684220-33684838",-2.4502,3.46431005434312e-42,6.96374821263729e-37,0.031,0.157,"Gsr",0,"Yes","Female-enriched"
"chr5-91661651-91663331",-2.4508,6.43359739828324e-51,1.29324314741851e-45,0.04,0.191,"Parm1",34756,"Yes","Female-enriched"
"chr4-151818229-151819177",-2.4512,5.81011979320907e-85,1.16791542011213e-79,0.07,0.303,"Camta1",0,"Yes","Female-enriched"
"chr12-5544767-5545313",-2.4513,5.78202364963474e-33,1.16226770190768e-27,0.022,0.121,"Gm24758",33867,"Yes","Female-enriched"
"chr7-98783081-98784680",-2.4515,5.01402744173663e-224,1.00788971217325e-218,0.182,0.617,"Wnt11",50431,"Yes","Female-enriched"
"chr7-56088928-56089733",-2.4516,1.46376564539235e-92,2.94237387442898e-87,0.065,0.312,"Herc2",0,"Yes","Female-enriched"
"chr9-52722468-52723864",-2.4516,8.78694110119876e-52,1.76629817851637e-46,0.039,0.19,"Gm22242",33043,"Yes","Female-enriched"
"chr7-122389575-122389993",-2.4516,5.0204645541526e-36,1.00918366188843e-30,0.023,0.129,"Prkcb",0,"Yes","Female-enriched"
"chr2-152592657-152593749",-2.4517,1.43414806502047e-46,2.88283839142025e-41,0.039,0.179,"Defb45",0,"Yes","Female-enriched"
"chr2-16361652-16362997",-2.4521,3.86701894417699e-80,7.77324946044794e-75,0.057,0.277,"Plxdc2",0,"Yes","Female-enriched"
"chr1-63755242-63756424",-2.4522,2.29840373450117e-56,4.62011328287019e-51,0.039,0.202,"4933402D24Rik",0,"Yes","Female-enriched"
"chr1-166266951-166267897",-2.4524,5.18212382915163e-67,1.04167943939309e-61,0.044,0.235,"Ildr2",0,"Yes","Female-enriched"
"chr2-31211107-31211429",-2.4532,2.92600665707613e-45,5.88168302165501e-40,0.036,0.171,"Gpr107",0,"Yes","Female-enriched"
"chr15-31336555-31337134",-2.4534,1.85788103112879e-71,3.73460097591323e-66,0.047,0.246,"Ankrd33b",0,"Yes","Female-enriched"
"chr11-14942907-14943892",-2.4542,7.83490144085397e-72,1.57492487823182e-66,0.048,0.248,"Gm12009",105265,"Yes","Female-enriched"
"chr17-75588159-75589369",-2.4542,8.01389676059476e-30,1.6109054434342e-24,0.028,0.122,"Fam98a",36212,"Yes","Female-enriched"
"chr8-22543915-22545296",-2.4544,8.75918942123887e-217,1.76071970232091e-211,0.172,0.606,"Slc20a2",0,"Yes","Female-enriched"
"chr9-70355649-70356940",-2.4545,3.66145247116168e-127,7.36003207038095e-122,0.101,0.414,"Myo1e",0,"Yes","Female-enriched"
"chr5-37699543-37700912",-2.4547,3.82886854813602e-130,7.69656182335015e-125,0.089,0.413,"Stk32b",0,"Yes","Female-enriched"
"chr17-67265377-67267185",-2.455,1.05369110507011e-245,2.11806663794563e-240,0.196,0.653,"Ptprm",0,"Yes","Female-enriched"
"chr3-37182345-37183494",-2.455,2.71120184882594e-104,5.44989528439897e-99,0.072,0.344,"Gm12532",0,"Yes","Female-enriched"
"chr7-37562510-37564035",-2.4556,1.11409902530321e-141,2.23949501472299e-136,0.122,0.457,"Zfp536",0,"Yes","Female-enriched"
"chr17-80460038-80460824",-2.4559,1.77333113731551e-63,3.5646438523634e-58,0.049,0.231,"Sos1",0,"Yes","Female-enriched"
"chr19-43668758-43669642",-2.4561,3.66949245780599e-166,7.37619356913414e-161,0.127,0.503,"Slc25a28",0,"Yes","Female-enriched"
"chr12-5494318-5495586",-2.4561,4.47572601447301e-73,8.99683589073277e-68,0.043,0.245,"2810032G03Rik",77686,"Yes","Female-enriched"
"chr6-94555044-94555629",-2.4561,2.20282391590687e-30,4.42798446632105e-25,0.023,0.116,"Slc25a26",0,"Yes","Female-enriched"
"chr2-16168394-16169617",-2.4573,5.69881287716616e-61,1.14554117169068e-55,0.037,0.209,"Malrd1",0,"Yes","Female-enriched"
"chr4-95546362-95547334",-2.4573,2.98645512909049e-32,6.00319291318995e-27,0.023,0.12,"Fggy",10172,"Yes","Female-enriched"
"chr2-129213462-129214075",-2.4576,1.44345154974574e-92,2.9015396982059e-87,0.071,0.321,"9830144P21Rik",0,"Yes","Female-enriched"
"chr11-31563549-31565031",-2.4577,1.16293302204033e-113,2.33765818492415e-108,0.084,0.376,"Bod1",100149,"Yes","Female-enriched"
"chr13-24053297-24053777",-2.4581,2.67982059656825e-82,5.38681457398571e-77,0.055,0.279,"Lrrc16a",0,"Yes","Female-enriched"
"chr9-111011288-111012734",-2.4587,1.25977496992887e-104,2.53232405805281e-99,0.074,0.348,"Gm10030",4457,"Yes","Female-enriched"
"chr19-23692132-23692843",-2.459,4.01923799956984e-60,8.07923107245531e-55,0.047,0.221,"Ptar1",0,"Yes","Female-enriched"
"chr18-39581351-39582622",-2.4594,3.97503206464401e-98,7.99037095442351e-93,0.064,0.324,"Nr3c1",90049,"Yes","Female-enriched"
"chr9-92991449-92992123",-2.4605,2.8676444710999e-28,5.76436685713675e-23,0.02,0.105,"1700034K08Rik",0,"Yes","Female-enriched"
"chr5-96922657-96924036",-2.4619,2.86977942592804e-56,5.768658415235e-51,0.044,0.208,"Gm24623",14831,"Yes","Female-enriched"
"chr8-12429569-12431160",-2.462,9.18350234812407e-113,1.84601254100581e-107,0.096,0.385,"Gm5607",0,"Yes","Female-enriched"
"chr2-144739780-144741094",-2.4622,1.79911995544612e-71,3.61648298724046e-66,0.064,0.268,"Dtd1",0,"Yes","Female-enriched"
"chr2-92717500-92718629",-2.4623,1.43729814817554e-55,2.88917049957359e-50,0.039,0.2,"Gm13816",23600,"Yes","Female-enriched"
"chr11-19119979-19121297",-2.4634,4.85355578385899e-119,9.7563266233663e-114,0.081,0.381,"RP23-137B16.4",2544,"Yes","Female-enriched"
"chr4-14101071-14101711",-2.4634,6.43622471125654e-104,1.29377127410852e-98,0.066,0.337,"Gm24068",21130,"Yes","Female-enriched"
"chr9-62003229-62004323",-2.4637,6.15691306023068e-58,1.23762572188921e-52,0.04,0.207,"Paqr5",0,"Yes","Female-enriched"
"chr13-44320868-44321664",-2.4645,3.30485013893317e-28,6.64321145827512e-23,0.026,0.114,"Gm27007",78771,"Yes","Female-enriched"
"chr15-103492956-103493631",-2.4647,1.12230725004364e-63,2.25599469560272e-58,0.052,0.235,"Nckap1l",0,"Yes","Female-enriched"
"chr17-21584801-21585827",-2.4648,3.88977754438292e-89,7.81899743306588e-84,0.073,0.316,"Zfp948",0,"Yes","Female-enriched"
"chr15-56654692-56656022",-2.4651,1.24951196920882e-51,2.51169398978541e-46,0.039,0.191,"Has2",9604,"Yes","Female-enriched"
"chr5-39076436-39077051",-2.4651,9.31276340827443e-30,1.87199582375088e-24,0.02,0.109,"Clnk",199623,"Yes","Female-enriched"
"chrX-73560467-73561646",-2.4657,2.51703226175949e-30,5.05958723065322e-25,0.023,0.116,"Atp2b3",0,"Yes","Female-enriched"
"chr13-10357167-10357666",-2.4658,4.86632851469447e-54,9.78200160052794e-49,0.044,0.203,"Chrm3",0,"Yes","Female-enriched"
"chr6-53208433-53208831",-2.4661,1.03621996028558e-76,2.08294719096846e-71,0.066,0.282,"Jazf1",139801,"Yes","Female-enriched"
"chr11-28541228-28541901",-2.4661,4.31040140463579e-37,8.66451027951458e-32,0.027,0.139,"Ccdc85a",0,"Yes","Female-enriched"
"chr15-80765210-80765825",-2.4663,4.07749193709318e-39,8.19632964242848e-34,0.031,0.15,"Tnrc6b",0,"Yes","Female-enriched"
"chr7-90335565-90337075",-2.4665,3.46579772294279e-213,6.96673863479622e-208,0.156,0.592,"Sytl2",11623,"Yes","Female-enriched"
"chr10-116393445-116394971",-2.4666,9.06765430713602e-131,1.82272546289464e-125,0.105,0.423,"Ptprb",3906,"Yes","Female-enriched"
"chr8-121981269-121982180",-2.4669,5.62097921787252e-48,1.12989551650143e-42,0.037,0.179,"Gm20388",0,"Yes","Female-enriched"
"chr11-76294834-76295261",-2.4671,1.91553630064601e-31,3.85049613938058e-26,0.021,0.115,"Nxn",0,"Yes","Female-enriched"
"chr15-53896411-53897146",-2.4672,1.76810679219471e-26,3.55414218726227e-21,0.02,0.101,"Samd12",0,"Yes","Female-enriched"
"chr16-96882268-96882965",-2.4673,1.42582056104422e-39,2.86609894257743e-34,0.029,0.147,"Dscam",0,"Yes","Female-enriched"
"chr2-35320372-35320928",-2.4675,1.39960655938116e-49,2.81340512927444e-44,0.04,0.187,"Stom",0,"Yes","Female-enriched"
"chr1-183639088-183639835",-2.4675,2.08833189982451e-37,4.19783948511324e-32,0.025,0.137,"Gm8214",41945,"Yes","Female-enriched"
"chr2-35845644-35846485",-2.4676,1.05460263282531e-99,2.11989893634747e-94,0.08,0.343,"Ttll11",0,"Yes","Female-enriched"
"chr18-9710789-9711318",-2.4677,1.14210716758149e-39,2.29579530184226e-34,0.029,0.148,"Colec12",0,"Yes","Female-enriched"
"chr13-72226842-72227535",-2.4681,1.50647288529521e-71,3.02822140564732e-66,0.05,0.252,"Rpl9-ps4",227226,"Yes","Female-enriched"
"chr17-62606778-62608512",-2.4682,7.44328619528072e-172,1.49620473125816e-166,0.146,0.524,"Efna5",0,"Yes","Female-enriched"
"chr2-166650357-166650907",-2.4682,4.3740535139525e-71,8.79245993053648e-66,0.059,0.26,"Prex1",0,"Yes","Female-enriched"
"chr11-59418532-59419344",-2.4683,2.57048178790303e-52,5.16702826113539e-47,0.041,0.195,"Snap47",0,"Yes","Female-enriched"
"chr2-52533041-52533960",-2.4684,5.15567100688536e-27,1.03636205177805e-21,0.019,0.101,"Cacnb4",0,"Yes","Female-enriched"
"chr16-35139804-35140992",-2.4688,2.01359761534676e-57,4.04761311051313e-52,0.055,0.224,"Adcy5",13884,"Yes","Female-enriched"
"chr4-9059989-9060873",-2.469,2.30318972131872e-82,4.62973378641162e-77,0.058,0.283,"Rps18-ps2",118332,"Yes","Female-enriched"
"chr10-13699435-13699926",-2.4693,1.41523330474215e-40,2.84481707519438e-35,0.027,0.147,"Aig1",0,"Yes","Female-enriched"
"chr5-57777831-57778444",-2.4696,8.36291379773795e-31,1.6810627541385e-25,0.024,0.118,"Pcdh7",0,"Yes","Female-enriched"
"chr14-19904067-19905172",-2.4701,3.52444807265544e-52,7.0846340487676e-47,0.036,0.187,"Gng2",0,"Yes","Female-enriched"
"chr17-65251366-65252495",-2.4706,2.27014540499063e-36,4.56331008438787e-31,0.025,0.134,"Tmem232",3509,"Yes","Female-enriched"
"chr16-33670111-33671021",-2.4715,1.18171734510523e-185,2.37541730408983e-180,0.139,0.539,"Slc12a8",5975,"Yes","Female-enriched"
"chr6-118965270-118965939",-2.4718,1.15746549567885e-45,2.32666769148389e-40,0.031,0.166,"Cacna1c",0,"Yes","Female-enriched"
"chr6-82029529-82030681",-2.4719,8.07124849270427e-95,1.62243394451246e-89,0.064,0.317,"Eva1a",10361,"Yes","Female-enriched"
"chr1-89513370-89514427",-2.4721,2.67303815532068e-265,5.37318091753632e-260,0.177,0.667,"Agap1",0,"Yes","Female-enriched"
"chr6-88777394-88778624",-2.4724,4.63631513210645e-125,9.31964249965247e-120,0.102,0.413,"Mgll",0,"Yes","Female-enriched"
"chr8-88637162-88637913",-2.4731,2.90649384588148e-41,5.8424595393602e-36,0.04,0.167,"Snx20",1033,"Yes","Female-enriched"
"chr3-111071829-111072325",-2.4733,1.26291656946046e-28,2.53863911293526e-23,0.023,0.11,"Gm26076",507287,"Yes","Female-enriched"
"chr13-53919343-53920646",-2.4734,4.75068702633303e-129,9.54954601911308e-124,0.097,0.416,"Drd1a",130539,"Yes","Female-enriched"
"chr15-84769222-84770217",-2.4734,1.43126720529349e-74,2.87704746004865e-69,0.062,0.271,"Arhgap8",0,"Yes","Female-enriched"
"chr10-52924541-52926037",-2.4736,6.76251394628093e-84,1.35935997839771e-78,0.048,0.275,"Slc35f1",0,"Yes","Female-enriched"
"chr11-95024245-95025346",-2.4737,6.58762614751687e-168,1.32420508241696e-162,0.104,0.486,"Samd14",0,"Yes","Female-enriched"
"chr1-57605350-57606628",-2.4743,3.70432083023027e-66,7.44620347367907e-61,0.045,0.232,"Gm17929",41298,"Yes","Female-enriched"
"chr15-34310403-34310833",-2.4745,6.25755287783065e-28,1.25785573418425e-22,0.023,0.109,"Matn2",0,"Yes","Female-enriched"
"chr1-179930706-179931800",-2.4752,7.50804426746482e-92,1.50922201038017e-86,0.069,0.316,"RP23-204N23.1",5294,"Yes","Female-enriched"
"chr14-86023244-86023968",-2.4769,2.88281556269806e-29,5.79486287520187e-24,0.019,0.107,"Gm23926",287320,"Yes","Female-enriched"
"chr1-81725806-81727046",-2.477,1.51420065388483e-174,3.04375530240006e-169,0.121,0.51,"Gm5530",14938,"Yes","Female-enriched"
"chr9-95316626-95317205",-2.477,4.15322811889951e-40,8.34856997092465e-35,0.027,0.145,"Chst2",82086,"Yes","Female-enriched"
"chr3-136570135-136570969",-2.477,5.29845012364316e-35,1.06506265315401e-29,0.02,0.121,"Ppp3ca",99154,"Yes","Female-enriched"
"chr17-63889319-63889914",-2.4779,1.3437166202356e-43,2.70105852700038e-38,0.032,0.161,"Fer",6103,"Yes","Female-enriched"
"chr15-97276522-97277003",-2.4779,1.84873639162872e-33,3.71621897026856e-28,0.027,0.129,"Pced1b",0,"Yes","Female-enriched"
"chr4-100351266-100352325",-2.478,1.13604786617684e-77,2.28361525771671e-72,0.068,0.284,"Ror1",0,"Yes","Female-enriched"
"chr10-23804420-23805141",-2.4783,1.28762802920898e-39,2.58831260663414e-34,0.032,0.153,"Slc18b1",0,"Yes","Female-enriched"
"chr1-89401750-89402853",-2.4786,5.88731525149672e-98,1.18343278796436e-92,0.07,0.33,"C030007H22Rik",0,"Yes","Female-enriched"
"chr11-53801618-53802119",-2.4786,3.47779577261999e-36,6.99085639437434e-31,0.025,0.133,"Gm12216",0,"Yes","Female-enriched"
"chr18-54176471-54177105",-2.4788,3.85913835739365e-45,7.75740837773127e-40,0.033,0.167,"Gm5507",191142,"Yes","Female-enriched"
"chr9-95159976-95161606",-2.4791,1.71888663512374e-210,3.45520278072764e-205,0.144,0.582,"Slc9a9",0,"Yes","Female-enriched"
"chr7-100012040-100012467",-2.4795,9.41756152313092e-28,1.89306171201064e-22,0.02,0.104,"Chrdl2",0,"Yes","Female-enriched"
"chr12-112171780-112172632",-2.4796,1.25861088939489e-45,2.52998409320824e-40,0.034,0.169,"Kif26a",0,"Yes","Female-enriched"
"chr3-100515088-100515961",-2.4797,1.26354157365286e-46,2.53989545886257e-41,0.038,0.178,"Gm12474",0,"Yes","Female-enriched"
"chr2-73026985-73027389",-2.4806,6.57700859637135e-30,1.32207080599099e-24,0.018,0.107,"Sp3os",38307,"Yes","Female-enriched"
"chr2-114088658-114089558",-2.4816,5.56064810620027e-114,1.11776811841974e-108,0.088,0.377,"Aqr",11611,"Yes","Female-enriched"
"chr9-119547402-119547985",-2.4816,2.1265235843938e-39,4.27461011793335e-34,0.029,0.148,"Scn5a",0,"Yes","Female-enriched"
"chr13-67571854-67573437",-2.4817,1.23445417888077e-212,2.4814257231354e-207,0.147,0.583,"9430065F17Rik",7844,"Yes","Female-enriched"
"chr2-9897321-9898587",-2.4818,2.80272002330423e-68,5.63385962764476e-63,0.049,0.241,"Gata3",7286,"Yes","Female-enriched"
"chr9-8493081-8493986",-2.4822,9.60368341366634e-27,1.93047481771473e-21,0.021,0.103,"Trpc6",50209,"Yes","Female-enriched"
"chr1-78961084-78962727",-2.4825,2.54487863253489e-66,5.11556233440369e-61,0.055,0.245,"Gm29536",0,"Yes","Female-enriched"
"chr4-16410553-16411627",-2.4826,9.06919009600895e-59,1.82303417795914e-53,0.041,0.21,"Gm11864",18888,"Yes","Female-enriched"
"chr17-52802507-52803522",-2.4838,6.73267307977257e-70,1.3533615464574e-64,0.049,0.246,"Kcnh8",0,"Yes","Female-enriched"
"chr10-95595622-95596658",-2.4838,2.40265385587015e-47,4.82967062183882e-42,0.038,0.179,"Gm23776",7133,"Yes","Female-enriched"
"chr11-51457483-51458044",-2.4838,2.91090850222121e-32,5.85133361665493e-27,0.025,0.124,"Col23a1",0,"Yes","Female-enriched"
"chr7-99509911-99510621",-2.484,3.83987683409226e-83,7.71869001928221e-78,0.061,0.289,"n-R5s156",12088,"Yes","Female-enriched"
"chr2-11966908-11967579",-2.4842,1.01734219093237e-66,2.04500023168079e-61,0.044,0.232,"RP23-38B1.1",56597,"Yes","Female-enriched"
"chr3-88586908-88587245",-2.4845,9.58883143369052e-32,1.92748936181187e-26,0.024,0.12,"Ssr2",0,"Yes","Female-enriched"
"chr17-80896183-80896908",-2.4848,2.42057585532957e-40,4.86569634983219e-35,0.028,0.147,"Gm9386",41425,"Yes","Female-enriched"
"chr17-67212984-67214330",-2.4856,2.18121599476295e-149,4.38454951971279e-144,0.107,0.458,"Ptprm",0,"Yes","Female-enriched"
"chr1-95720321-95721295",-2.4858,4.33980659247594e-36,8.72361882379959e-31,0.022,0.128,"4930598F16Rik",3802,"Yes","Female-enriched"
"chr1-88729079-88730241",-2.4859,4.31877272751772e-48,8.68133781049247e-43,0.035,0.177,"Gm29335",6254,"Yes","Female-enriched"
"chr12-95588894-95589583",-2.486,1.18034219318346e-60,2.3726530562058e-55,0.036,0.207,"Gm22246",30234,"Yes","Female-enriched"
"chr16-89920072-89921000",-2.4867,2.78840147949014e-39,5.60507734998232e-34,0.028,0.146,"Tiam1",0,"Yes","Female-enriched"
"chr12-33591852-33593524",-2.4868,2.57262918358775e-64,5.17134482709709e-59,0.044,0.227,"Gm23529",139008,"Yes","Female-enriched"
"chr3-93026685-93027263",-2.4871,1.4748474414864e-150,2.96464983602946e-145,0.106,0.458,"Lce1m",7624,"Yes","Female-enriched"
"chr1-77142898-77143707",-2.4871,2.01993925905992e-35,4.0603607022067e-30,0.028,0.135,"RP23-59P14.1",0,"Yes","Female-enriched"
"chr5-72282661-72283292",-2.4871,2.72872058821293e-30,5.48511040319034e-25,0.023,0.115,"Atp10d",0,"Yes","Female-enriched"
"chr13-37552685-37553903",-2.4875,3.0996465611713e-53,6.23072353847288e-48,0.043,0.2,"RP23-21N15.1",38350,"Yes","Female-enriched"
"chr6-97145173-97145521",-2.4876,2.42103531079209e-76,4.86661991963562e-71,0.051,0.261,"Eogt",0,"Yes","Female-enriched"
"chr17-69472002-69473084",-2.4876,3.01236339086301e-65,6.05527214650937e-60,0.043,0.228,"A330050F15Rik",0,"Yes","Female-enriched"
"chr12-70284901-70285959",-2.4878,3.89587223529032e-131,7.83124861504648e-126,0.077,0.398,"Trim9",0,"Yes","Female-enriched"
"chr17-56729732-56730298",-2.4879,1.64373349938055e-57,3.30413445644482e-52,0.045,0.213,"Ndufa11",5483,"Yes","Female-enriched"
"chr17-9975257-9976259",-2.4879,7.74610117065126e-34,1.55707478071729e-28,0.022,0.122,"Qk",230211,"Yes","Female-enriched"
"chrX-164038518-164039466",-2.4888,4.5002318865333e-43,9.04609612439605e-38,0.028,0.155,"Car5b",10520,"Yes","Female-enriched"
"chr16-12010948-12011373",-2.4894,3.28200966468826e-28,6.59729890737645e-23,0.021,0.107,"Shisa9",0,"Yes","Female-enriched"
"chr6-59184928-59185855",-2.4898,3.22275084148227e-61,6.47818037649716e-56,0.051,0.229,"Tigd2",23014,"Yes","Female-enriched"
"chr2-162420418-162421437",-2.4902,3.36161976168465e-39,6.75732634775279e-34,0.022,0.136,"Ptprt",0,"Yes","Female-enriched"
"chr2-150637320-150638249",-2.4907,1.05229970400978e-73,2.11526972701822e-68,0.049,0.254,"Acss1",0,"Yes","Female-enriched"
"chr9-20710138-20711264",-2.4908,1.63137913739403e-117,3.27930045924123e-112,0.091,0.388,"Olfm2",0,"Yes","Female-enriched"
"chr17-59382249-59383800",-2.4908,1.92452357608609e-79,3.86856182123368e-74,0.047,0.262,"Gm23769",156405,"Yes","Female-enriched"
"chr2-106946878-106947646",-2.4908,1.41091116823915e-28,2.83612897572424e-23,0.021,0.107,"Arl14ep",14880,"Yes","Female-enriched"
"chr18-45331828-45332997",-2.4912,1.20403830067568e-80,2.42028554972022e-75,0.051,0.272,"Kcnn2",0,"Yes","Female-enriched"
