"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Rhof","chr5-123134497-123134787","Promoter (1-2kb)",-1805,-0.527035756072535,NA,NA
"Mgll","chr6-88723935-88725287","Promoter (<=1kb)",0,-0.527014050930813,-0.551250423959599,1.50357515601638e-83
"Focad","chr4-88399921-88401098","Promoter (<=1kb)",0,-0.526853308363141,0.142521423207488,9.47021300951103e-06
"Memo1","chr17-74288483-74289103","Promoter (<=1kb)",0,-0.525949156790995,0.0404968239690524,1
"Maf","chr8-115705524-115708513","Promoter (<=1kb)",0,-0.525559435891097,-0.56513258348046,6.08705426626979e-80
"Sv2c","chr13-96130877-96133228","Promoter (<=1kb)",0,-0.525497073310043,NA,NA
"Gal3st3","chr19-5297882-5298580","Promoter (<=1kb)",0,-0.52539320576136,NA,NA
"St6galnac6","chr2-32608107-32609019","Promoter (<=1kb)",0,-0.525367565627613,-0.0472802088497958,1
"Sec24d","chr3-123334588-123335748","Promoter (1-2kb)",-1557,-0.525101698979134,0.0756993834389449,0.875990630537199
"Mlh1","chr9-111259747-111261340","Promoter (<=1kb)",203,-0.524910677923879,0.0067955217130593,1
"Klf10","chr15-38302182-38302568","Promoter (1-2kb)",-1476,-0.524327579340798,0.0376890527943693,1
"Gm36283","chr10-108445304-108447036","Promoter (<=1kb)",0,-0.524002981431013,NA,NA
"E330013P04Rik","chr19-60144232-60145004","Promoter (<=1kb)",0,-0.523105550833276,NA,NA
"Primpol","chr8-46612931-46613783","Promoter (<=1kb)",0,-0.522955991131847,NA,NA
"Ppara","chr15-85734284-85736389","Promoter (<=1kb)",0,-0.522113062790441,NA,NA
"Myo5c","chr9-75252646-75254738","Promoter (1-2kb)",-1125,-0.521859941360366,NA,NA
"Bcas1os2","chr2-170354763-170355467","Promoter (<=1kb)",-894,-0.520797132304898,NA,NA
"Kcna1","chr6-126644156-126645954","Promoter (<=1kb)",0,-0.519691237841251,NA,NA
"Galnt18","chr7-111779104-111780302","Promoter (<=1kb)",0,-0.519364182155015,-0.417110418663759,2.00162681768569e-69
"Fam171b","chr2-83812240-83813858","Promoter (<=1kb)",0,-0.519050128027,-0.22475022230251,6.37239398666487e-18
"Snx6","chr12-54796534-54797198","Promoter (<=1kb)",-831,-0.518773294733871,-0.287149352793994,9.15513781548048e-16
"Sema5b","chr16-35540067-35542257","Promoter (<=1kb)",0,-0.51850060107795,-0.382560352369472,9.72474146443514e-55
"Shc3","chr13-51566485-51567915","Promoter (<=1kb)",0,-0.518387606305621,NA,NA
"Swi5","chr2-32282301-32283081","Promoter (<=1kb)",0,-0.516861305123038,-0.238490591322067,2.26132878996713e-12
"Dnajc10","chr2-80314454-80316358","Promoter (<=1kb)",0,-0.516793998781334,-0.581798003885944,8.67487156618158e-76
"Kash5","chr7-45204134-45205001","Promoter (<=1kb)",0,-0.514518237244112,NA,NA
"Plxnb2","chr15-89168958-89170426","Promoter (<=1kb)",262,-0.514415258467102,-0.191796773838002,0.00471673741498892
"Ccdc9b","chr2-118761857-118763063","Promoter (<=1kb)",0,-0.512393261108818,-0.13213000119582,0.00452513757565405
"Elmo3","chr8-105305381-105306150","Promoter (<=1kb)",0,-0.511257127932086,NA,NA
"Pepd","chr7-34967281-34968088","Promoter (1-2kb)",-1195,-0.511091913082012,-0.239321992312364,7.94472677031725e-14
"Tmem165","chr5-76181880-76182619","Promoter (1-2kb)",-1261,-0.510815328546568,-0.223016264135037,8.47217062784825e-07
"St3gal2","chr8-110938459-110939585","Promoter (1-2kb)",-1319,-0.510373023387899,-0.101839191743652,1
"Meis3","chr7-16174483-16175883","Promoter (<=1kb)",0,-0.509794729569577,NA,NA
"Mettl15","chr2-109277451-109278409","Promoter (<=1kb)",0,-0.509597216136501,-0.116723738150209,0.000608768902053935
"Fahd2a","chr2-127443736-127444898","Promoter (<=1kb)",0,-0.508534110299998,NA,NA
"Syngap1","chr17-26956295-26956661","Promoter (1-2kb)",-1165,-0.50833837921977,NA,NA
"Gm10584","chr7-132315384-132317573","Promoter (<=1kb)",0,-0.50735338386774,NA,NA
"Otud7b","chr3-96102186-96102839","Promoter (1-2kb)",-1688,-0.507289702596696,-0.0405615350723471,1
"Nfe2l2","chr2-75703125-75705353","Promoter (<=1kb)",0,-0.506834977365756,-0.136294599589815,1
"Abcc12","chr8-86535905-86536951","Promoter (1-2kb)",-1158,-0.506239220170235,-0.399150703096453,2.26458264209462e-70
"Ikbkb","chr8-22692652-22693865","Promoter (<=1kb)",200,-0.506160432666114,-0.0325667851105653,1
"Gm10432","chr12-100275873-100276452","Promoter (<=1kb)",-157,-0.505324246127067,NA,NA
"T2","chr17-8371609-8373028","Promoter (<=1kb)",0,-0.504975704042645,NA,NA
"Tead2","chr7-45215478-45216954","Promoter (<=1kb)",0,-0.504683043855794,-0.213484179935304,2.90501098256051e-09
"Rnf123","chr9-108072450-108073614","Promoter (<=1kb)",0,-0.504624886867683,-0.0226427948908023,1
"Spry1","chr3-37639632-37641185","Promoter (<=1kb)",0,-0.504433028761822,-0.204081999328757,2.99524936641455e-30
"Fubp3","chr2-31571573-31573418","Promoter (<=1kb)",0,-0.50421053691977,-0.0785606672494605,1
"Tmem40","chr6-115764084-115764551","Promoter (1-2kb)",-1674,-0.504156306066942,NA,NA
"Pawr","chr10-108331549-108333830","Promoter (<=1kb)",0,-0.503797349749887,-0.637767467641279,5.21749323975769e-109
"Col2a1","chr15-97989342-97990836","Promoter (<=1kb)",0,-0.503291249035032,NA,NA
"Pcca","chr14-122875116-122876509","Promoter (<=1kb)",0,-0.50298285048408,0.0984665876679772,0.00205443988319059
"Cmip","chr8-117422048-117423870","Promoter (<=1kb)",0,-0.502748481842804,-0.0768842290334806,1
"Agbl2","chr2-90782003-90783446","Promoter (<=1kb)",0,-0.502266764894054,NA,NA
"Zfp362","chr4-128793487-128794440","Promoter (<=1kb)",448,-0.502034291165206,NA,NA
"Zfp945","chr17-22865843-22867551","Promoter (<=1kb)",0,-0.501409873011333,-0.0862724308951906,0.0223119832417056
"Mir3967","chr2-22651729-22652847","Promoter (1-2kb)",-1436,-0.501226349139774,NA,NA
"Raver2","chr4-101068574-101069896","Promoter (<=1kb)",0,-0.50071019865936,NA,NA
"Ttll9","chr2-152962031-152963034","Promoter (<=1kb)",0,-0.500707294736941,NA,NA
"Ly75","chr2-60382264-60383744","Promoter (<=1kb)",0,-0.500152553483844,-0.386822884636332,2.76366693784667e-38
